2021-09-21,btc,42932.94659595412,2023-01-19,Coingecko
2021-09-21,crv,2.415299261539368,2023-01-19,Coingecko
2021-09-21,cvx,8.145462134704525,2023-01-19,Coingecko
2021-09-21,eth,2977.3226793404747,2023-01-19,Coingecko
2021-10-05,btc,49260.232321130694,2023-01-19,Coingecko
2021-10-05,crv,2.8731394385145195,2023-01-19,Coingecko
2021-10-05,cvx,9.786637085649984,2023-01-19,Coingecko
2021-10-05,eth,3390.310407759615,2023-01-19,Coingecko
2021-10-19,btc,62017.972725178704,2023-01-19,Coingecko
2021-10-19,crv,2.7942877672196116,2023-01-19,Coingecko
2021-10-19,cvx,14.623480698717646,2023-01-19,Coingecko
2021-10-19,eth,3752.61872738495,2023-01-19,Coingecko
2021-11-02,btc,61121.83120106507,2023-01-19,Coingecko
2021-11-02,crv,4.483182232752803,2023-01-19,Coingecko
2021-11-02,cvx,30.022709332703027,2023-01-19,Coingecko
2021-11-02,eth,4330.553151595248,2023-01-19,Coingecko
2021-11-16,btc,63933.835442599324,2023-01-19,Coingecko
2021-11-16,crv,3.953965152732889,2023-01-19,Coingecko
2021-11-16,cvx,29.84624426688338,2023-01-19,Coingecko
2021-11-16,eth,4583.211418759011,2023-01-19,Coingecko
2021-11-30,btc,57848.77353712989,2023-01-19,Coingecko
2021-11-30,crv,4.693383126734287,2023-01-19,Coingecko
2021-11-30,cvx,27.051078916702664,2023-01-19,Coingecko
2021-11-30,eth,4444.528279821561,2023-01-19,Coingecko
2021-12-14,btc,46696.30469946678,2023-01-19,Coingecko
2021-12-14,crv,3.3372481501743874,2023-01-19,Coingecko
2021-12-14,cvx,26.995017346537967,2023-01-19,Coingecko
2021-12-14,eth,3782.8952622347147,2023-01-19,Coingecko
2021-12-28,btc,50774.067814743,2023-01-19,Coingecko
2021-12-28,crv,5.311078093759706,2023-01-19,Coingecko
2021-12-28,cvx,49.13551375334708,2023-01-19,Coingecko
2021-12-28,eth,4045.051350119327,2023-01-19,Coingecko
2022-01-11,btc,41869.85905559219,2023-01-19,Coingecko
2022-01-11,crv,4.30361557516678,2023-01-19,Coingecko
2022-01-11,cvx,35.85705808652769,2023-01-19,Coingecko
2022-01-11,eth,3086.7290024387257,2023-01-19,Coingecko
2022-01-25,btc,36774.00714224005,2023-01-19,Coingecko
2022-01-25,crv,2.832689555879139,2023-01-19,Coingecko
2022-01-25,cvx,27.846179936701667,2023-01-19,Coingecko
2022-01-25,eth,2447.831512095295,2023-01-19,Coingecko
2022-02-08,btc,43910.929986443094,2023-01-19,Coingecko
2022-02-08,crv,3.5841741327888568,2023-01-19,Coingecko
2022-02-08,cvx,27.712152570150803,2023-01-19,Coingecko
2022-02-08,eth,3149.953285509783,2023-01-19,Coingecko
2022-02-22,btc,37059.979402287514,2023-01-19,Coingecko
2022-02-22,crv,2.3418926839904466,2023-01-19,Coingecko
2022-02-22,cvx,21.883046279776813,2023-01-19,Coingecko
2022-02-22,eth,2574.513383778016,2023-01-19,Coingecko
2022-03-08,btc,38076.49382252028,2023-01-19,Coingecko
2022-03-08,crv,1.9907895651204326,2023-01-19,Coingecko
2022-03-08,cvx,15.595867242279361,2023-01-19,Coingecko
2022-03-08,eth,2498.658864965217,2023-01-19,Coingecko
2022-03-22,btc,41061.81589384987,2023-01-19,Coingecko
2022-03-22,crv,2.200309893253778,2023-01-19,Coingecko
2022-03-22,cvx,20.260860466046537,2023-01-19,Coingecko
2022-03-22,eth,2896.5869324317464,2023-01-19,Coingecko
2022-04-05,btc,46622.63571309101,2023-01-19,Coingecko
2022-04-05,crv,2.90825205703418,2023-01-19,Coingecko
2022-04-05,cvx,37.04519869380175,2023-01-19,Coingecko
2022-04-05,eth,3520.9671175043636,2023-01-19,Coingecko
2022-04-19,btc,40833.5379650337,2023-01-19,Coingecko
2022-04-19,crv,2.1875712365868174,2023-01-19,Coingecko
2022-04-19,cvx,28.145826636453148,2023-01-19,Coingecko
2022-04-19,eth,3061.8905711469047,2023-01-19,Coingecko
2022-05-03,btc,38561.56539902362,2023-01-19,Coingecko
2022-05-03,crv,2.1074124794351317,2023-01-19,Coingecko
2022-05-03,cvx,22.452037344753762,2023-01-19,Coingecko
2022-05-03,eth,2861.3723755560436,2023-01-19,Coingecko
2022-05-17,btc,29923.606993639707,2023-01-19,Coingecko
2022-05-17,crv,1.3638471885185008,2023-01-19,Coingecko
